,Protein_ID,Y,Yhat,confidence
51,P02679,0,1.1853269591129698,0.85741
52,P30260,0,1.0917875251164944,0.70088
53,P22303,0,0.5761944116355173,0.93173
54,P09467,0,1.6501515081955354,0.94365
55,P13473,0,2.340512764331782,0.8399
56,P27338,0,0.726636084983398,0.95703
57,P27338,0,0.7489993324429602,0.95703
58,O15540,0,1.03440804327886,0.96738
59,P09467,0,1.6504544828622207,0.94365
60,P29475,0,0.9705668446840744,0.80829
61,P25440,0,2.0322401432901573,0.6603100000000001
62,P13051,0,2.358813260942884,0.8656
63,P01308,0,2.357116882973774,0.53442
64,P02743,0,0.5138093031466052,0.94413
65,P14174,0,0.5683308895353129,0.98594
66,P03951,0,1.2227019260637484,0.86153
67,P14174,0,0.5674504383644443,0.98594
68,P01308,0,2.1890637268019404,0.53442
69,P25103,0,1.953202498462461,0.7824800000000001
70,P04062,0,0.8012490249604052,0.93546
71,P00374,0,0.985900603509299,0.9634
72,P06899,0,0.8854377448471462,0.85698
73,O15511,0,0.8037412518964048,0.92664
74,P19438,0,1.3733171520082317,0.7168300000000001
75,O75376,0,2.4170229622409463,0.42145
76,P07492,0,1.4953260514014997,0.6460899999999999
77,O60814,0,1.361616686149226,0.88058
78,P00519,0,2.4580480060405656,0.63122
79,P05106,0,1.6452963258939102,0.87496
80,P12004,0,0.8831760866327847,0.9433
81,P08253,0,0.9964938534682488,0.90153
82,P01308,0,2.248332715591712,0.53442
83,P02511,0,4.381324000801584,0.75303
84,P21675,0,5.023644095673975,0.63121
85,P32320,0,0.8209750300709517,0.94176
86,P01909,0,1.3896042602122376,0.88714
87,P09467,0,1.6510602654052335,0.94365
88,P00519,0,1.378404875209022,0.63122
89,P01308,0,2.2693611435820435,0.53442
90,P01308,0,2.218783450452072,0.53442
91,P01308,0,2.2638462845343543,0.53442
92,P02649,0,1.216141439142668,0.76146
93,P02511,0,4.043884271341108,0.75303
94,P01308,0,2.425901894141641,0.53442
95,P29475,0,1.983935482821959,0.80829
96,P14867,0,0.9513148795220224,0.82569
97,P02511,0,0.8282511696339463,0.75303
98,O60939,0,0.7622335600063802,0.8609699999999999
99,O14949,0,1.4024977718342373,0.94273
100,P17643,0,0.6066300355241241,0.91343
101,P04080,0,4.02106950947133,0.95851
102,P14174,0,0.4878524367060187,0.98594
103,P02748,0,5.660035335578746,0.78782
104,O60814,0,1.4453373308677804,0.88058
105,P21709,0,0.8215838362577492,0.8064199999999999
106,P09603,0,0.7835815209663893,0.58388
107,P30043,0,0.8561541917201597,0.97716
108,O43598,0,0.7238784428341544,0.86444
109,P15090,0,0.6715653356152326,0.96036
110,P01308,0,2.327015255644019,0.53442
111,P01308,0,2.240089283934906,0.53442
112,O00444,0,3.531855036662745,0.66923
113,O43526,0,4.352355683994588,0.59582
114,P00338,0,1.1058933040759402,0.96061
115,P25440,0,0.7021395872616784,0.6603100000000001
116,P02743,0,0.4381780460041329,0.94413
117,O00560,0,0.7886697661252141,0.8268800000000001
118,P15090,0,0.8191458966508958,0.96036
119,P14920,0,0.689202437604511,0.96158
120,P14174,0,0.5621387729022078,0.98594
121,P06899,0,0.7328028384224504,0.85698
122,P25103,0,1.397497763862254,0.7824800000000001
123,P26447,0,2.208166660376884,0.85187
124,P0C5Z0,0,1.0305338422390602,0.8695999999999999
125,P09467,0,1.6568041525780892,0.94365
126,P01308,0,2.206354459283458,0.53442
127,O75334,0,0.9,0.6738599999999999
128,P06899,0,0.6906518659932803,0.85698
129,P04179,0,0.6123724356957945,0.93488
130,P12004,0,0.960728889958036,0.9433
131,P12004,0,0.867179335547152,0.9433
132,P16615,0,1.7584083712266614,0.85909
133,P10909,0,2.163792966066763,0.76871
134,P05106,0,3.281158332052874,0.87496
135,O76074,0,1.1610340218959994,0.8316800000000001
136,P12004,0,0.8729261137118078,0.9433
137,P01579,0,1.1717508267545622,0.85729
138,P01275,0,3.263740185737829,0.69387
139,P09874,0,0.95236547606473,0.8328700000000001
140,O75884,0,0.6572670690061994,0.96908
141,P18669,0,0.9924716620639604,0.94122
142,O15162,0,1.4487926007541592,0.7096800000000001
143,P01308,0,2.2217110523198107,0.53442
144,P0C0S8,0,1.4024977718342373,0.91304
145,P08648,0,0.999499874937461,0.85167
146,P04626,0,2.3824357284090585,0.74909
147,P21860,0,1.8085906114983568,0.7282500000000001
148,P02786,0,1.1937336386313322,0.8681
149,P01308,0,2.2228360263411244,0.53442
150,P02776,0,1.2033287165193058,0.76131
151,P14735,0,0.5991660871578097,0.93796
152,O76074,0,1.4042791745233567,0.8316800000000001
153,O00560,0,2.220135131022434,0.8268800000000001
154,P14649,0,1.0173494974687902,0.8375199999999999
155,P01308,0,1.91337398330802,0.53442
156,P27695,0,0.521536192416212,0.90812
157,P01308,0,1.041633332799983,0.53442
158,P09884,0,0.8414273587185052,0.7639
159,P01308,0,1.9437077969694927,0.53442
160,P08648,0,1.1515207336387825,0.85167
161,O14757,0,1.0334408546211051,0.78134
162,P27695,0,0.8105553651663778,0.90812
163,P18858,0,1.3349157276772194,0.76871
164,P25098,0,1.2296340919151518,0.90443
165,P15090,0,0.6935416353759881,0.96036
166,P15090,0,0.6473020933072903,0.96036
167,P01308,0,2.2558812025459143,0.53442
168,O43913,0,1.397497763862254,0.82292
169,P17787,0,0.9959919678390986,0.80782
170,O14757,0,1.4690132742763082,0.78134
171,P08865,0,0.8160882305241266,0.7995300000000001
172,O76074,0,1.231665539016173,0.8316800000000001
173,P0C024,0,1.7821335527956372,0.94142
174,P09493,0,10.086823087573212,0.916
175,P30043,0,0.8461678320522472,0.97716
176,P21589,0,1.823458252881047,0.9242
177,P01308,0,2.226432123375873,0.53442
178,P18074,0,3.7169880279602734,0.87678
179,P13866,0,1.0435516278555652,0.8411
180,P02511,0,4.71932198520084,0.75303
181,P01308,0,2.0839865642561133,0.53442
182,P15104,0,0.7014271166700072,0.97551
183,O00762,0,0.5486346689738081,0.89699
184,P13489,0,0.8677557259966655,0.9663
185,P20036,0,1.3307892395116516,0.90643
186,P01308,0,2.0966640169564603,0.53442
187,P29475,0,1.0153817016275208,0.80829
188,P14174,0,0.5449770637375485,0.98594
189,O43143,0,1.98292712927127,0.8629399999999999
190,P14867,0,4.588354824989018,0.82569
191,P02511,0,3.047950130825634,0.75303
192,P02776,0,1.0705138952858109,0.76131
193,O14638,0,0.6292853089020909,0.95358
194,P21583,0,3.1322515863193363,0.7243
195,O00560,0,0.7880355321938218,0.8268800000000001
196,P01308,0,2.284075305238424,0.53442
197,P09936,0,1.0153817016275208,0.9344
198,P13688,0,1.0064790112068904,0.81503
199,P14867,0,2.6933250824956128,0.82569
200,O75367,0,4.549395564248068,0.8292700000000001
201,P27338,0,0.7389181280764466,0.95703
202,P25788,0,1.243784547258889,0.94694
203,P15090,0,0.7,0.96036
204,P01308,0,2.00922870773837,0.53442
205,P00338,0,1.0788883167408942,0.96061
206,P30542,0,1.594992162990151,0.92522
207,P29475,0,0.960728889958036,0.80829
208,P02774,0,0.9929753269845129,0.92817
209,P20815,0,1.1571516754514075,0.93465
210,P08572,0,6.818137575614033,0.48392
211,P02649,0,1.2165525060596438,0.76146
212,P00374,0,0.8803408430829505,0.9634
213,O75376,0,1.6174053295324584,0.42145
214,P26447,0,1.3065221008463654,0.85187
215,O75365,0,2.079422996891205,0.8622299999999999
216,P01308,0,2.245439823286297,0.53442
217,P21589,0,1.9328735085359312,0.9242
218,P11766,0,0.5186520991955976,0.98098
219,P02452,0,7.542943722446827,0.54686
220,P01308,0,2.204313952230943,0.53442
221,O60814,0,1.417039166713468,0.88058
222,P0C0S8,0,1.7986105748604948,0.91304
223,O75390,0,0.763544366752843,0.94555
224,P25025,0,1.4929835899968895,0.78621
225,P09467,0,1.6471186963907611,0.94365
226,P07737,0,0.7987490219086343,0.95808
227,O60264,0,2.013206397764521,0.75775
228,P01308,0,2.303909720453473,0.53442
229,O43521,0,0.6204836822995429,0.6100800000000001
230,P25929,0,1.6235762994081924,0.79676
231,P25788,0,0.8774964387392122,0.94694
232,O43719,0,1.1,0.5974
233,P04179,0,0.6715653356152326,0.93488
234,P21926,0,1.7146428199482249,0.88119
235,P01308,0,2.101666005815386,0.53442
236,O15269,0,2.538897398478324,0.94095
237,O60921,0,0.8526429498916882,0.89374
238,P10619,0,0.7874007874011811,0.94526
239,P01308,0,2.291724241700994,0.53442
240,P06865,0,0.6260990336999411,0.93782
241,P12004,0,0.8264381404557755,0.9433
242,P19099,0,0.8860022573334675,0.9013
243,P01308,0,2.28232337761326,0.53442
244,P09874,0,2.319698256239376,0.8328700000000001
245,O43854,0,3.891143790712443,0.8778100000000001
246,P27694,0,1.0153817016275208,0.85411
247,O14757,0,1.0295630140987,0.78134
248,P01308,0,2.2871379494905857,0.53442
249,P09467,0,1.74327278416202,0.94365
250,P09874,0,1.0681760154581266,0.8328700000000001
251,O14907,0,0.8876936408468858,0.9187
252,P09874,0,0.8602325267042626,0.8328700000000001
253,P27449,0,0.847938677028003,0.8854500000000001
254,O75762,0,2.057425575810702,0.81513
255,O75469,0,0.7355270219373317,0.86169
256,P06899,0,0.7238784428341544,0.85698
257,P30043,0,0.85146931829632,0.97716
258,P25440,0,2.6476404589747453,0.6603100000000001
259,O76074,0,1.2365273955719702,0.8316800000000001
260,P00338,0,0.8264381404557755,0.96061
261,P27694,0,3.904740708420983,0.85411
262,P28335,0,1.3870832707519762,0.73531
263,P15941,0,1.7547079529084035,0.4780899999999999
264,P20618,0,0.5692099788303083,0.91637
265,P01308,0,2.232487401980132,0.53442
266,P09874,0,0.9544631999192008,0.8328700000000001
267,P25788,0,0.9322016949137134,0.94694
268,O75821,0,1.494322589001451,0.70121
269,P01308,0,2.1447610589527217,0.53442
270,P00338,0,0.8330666239863411,0.96061
271,P02511,0,2.9015513092137453,0.75303
272,O95544,0,1.095901455423799,0.8046800000000001
273,P27338,0,0.7549834435270749,0.95703
274,P06899,0,0.7042726744663603,0.85698
275,P00519,0,1.816314950662467,0.63122
276,P06899,0,0.6625707509390978,0.85698
277,P15529,0,1.4560219778561037,0.82416
278,P29353,0,3.2852701563189592,0.6338199999999999
279,P21127,0,1.3906832852953974,0.65809
280,P28562,0,4.929908721264522,0.8025199999999999
281,O75629,0,2.9,0.88087
282,P31645,0,2.0537770083434084,0.85432
283,P21589,0,1.065363787633126,0.9242
284,P19634,0,1.6040573555830229,0.6744
285,P18858,0,3.240833226193536,0.76871
286,P04179,0,2.1826589289213283,0.93488
287,P01308,0,2.2293496809607958,0.53442
288,P27338,0,0.7516648189186453,0.95703
289,P22303,0,0.6633249580710799,0.93173
290,P25440,0,2.5704085278414404,0.6603100000000001
291,P00374,0,0.7797435475847171,0.9634
292,P02511,0,1.29267165204471,0.75303
293,P23193,0,1.4744490496453242,0.81206
294,P22897,0,3.2907445965920843,0.8141700000000001
295,P01308,0,2.2147234590350102,0.53442
296,P24666,0,0.9407443861113388,0.96133
297,P08670,0,1.2227019260637484,0.7827500000000001
298,P29375,0,1.484587484791651,0.7056600000000001
299,P14867,0,0.7314369419163897,0.82569
300,P15090,0,0.650384501660364,0.96036
301,P01308,0,2.2849507653339054,0.53442
302,P01308,0,2.2129166274399044,0.53442
303,P12004,0,0.8769264507357502,0.9433
304,P26368,0,3.873886936914912,0.7441
305,P01308,0,1.949358868961793,0.53442
306,P21980,0,5.317894320123332,0.92783
307,O75175,0,2.101428085850192,0.68435
308,P08865,0,0.8318653737234168,0.7995300000000001
309,P29475,0,0.967987603226405,0.80829
310,P01308,0,2.2891046284519194,0.53442
311,O95342,0,1.5770225109363532,0.83135
312,O95393,0,1.0922453936730518,0.74799
313,P01308,0,2.237185732119709,0.53442
314,P00519,0,2.777228834647948,0.63122
315,P08621,0,3.959040287746514,0.71437
316,P09467,0,1.652876280911551,0.94365
317,P01308,0,2.220585508373861,0.53442
318,P22303,0,0.8142481194328913,0.93173
319,P04180,0,1.2186057606953942,0.87788
320,P06756,0,1.0459445491994306,0.8819
321,P00480,0,0.4919349550499537,0.92004
322,P02452,0,1.7657859439920796,0.54686
323,P06899,0,0.6633249580710799,0.85698
324,P06899,0,0.5431390245600107,0.85698
325,P15090,0,0.6848357467305572,0.96036
326,P09936,0,0.8099382692526635,0.9344
327,O60884,0,1.6709278859364338,0.8374299999999999
328,P06734,0,0.6534523701081816,0.86319
329,P20618,0,0.8031189202104505,0.91637
330,P04406,0,0.6348228099241552,0.98171
331,P17987,0,2.4184705910967783,0.88235
332,O43172,0,3.6063832297746727,0.8231499999999999
333,P01308,0,2.144294755857972,0.53442
334,P26447,0,1.192895636675732,0.85187
335,P23458,0,0.9273618495495703,0.8615999999999999
336,P29475,0,1.1802542099056457,0.80829
337,O95154,0,0.6985699678629192,0.96522
338,P01308,0,2.2185580902919804,0.53442
339,O15446,0,3.191238004286111,0.5622
340,P06126,0,1.0709808588392231,0.8921800000000001
341,P08865,0,0.91104335791443,0.7995300000000001
342,P09038,0,0.7661592523751182,0.7108599999999999
343,P09874,0,0.7622335600063802,0.8328700000000001
344,P05452,0,0.714142842854285,0.8787999999999999
345,P02786,0,1.047377677822093,0.8681
346,P02452,0,8.080903414841686,0.54686
347,P00338,0,1.1018166816671455,0.96061
348,P01275,0,2.0351904087824315,0.69387
349,P22897,0,3.3420053859920693,0.8141700000000001
350,P13688,0,0.758287544405155,0.81503
351,P31645,0,1.0193134944657605,0.85432
352,P20036,0,1.1704699910719625,0.90643
353,P06734,0,0.8402380615040002,0.86319
354,P09467,0,1.652876280911551,0.94365
355,O76074,0,1.2708265027138834,0.8316800000000001
356,P02745,0,0.7341661937191061,0.82872
357,P24666,0,0.947100839404126,0.96133
358,P14174,0,0.5540758070878027,0.98594
359,O75469,0,0.8258329128825032,0.86169
360,P01308,0,1.6449924011982548,0.53442
361,O60814,0,1.4453373308677804,0.88058
362,P14174,0,0.523450093132096,0.98594
363,P15090,0,0.7049822692805827,0.96036
364,P23921,0,1.0153817016275208,0.92329
365,P01877,0,1.9039432764659767,0.87177
366,O95393,0,0.8342661445845684,0.74799
367,P06899,0,0.6964194138592059,0.85698
368,O43913,0,1.3820274961085253,0.82292
369,P21589,0,3.431471987354698,0.9242
370,P29475,0,0.9726253132630264,0.80829
371,P10635,0,1.475466028073842,0.94569
372,P04626,0,1.9279522815671557,0.74909
373,P14678,0,2.492388412747901,0.71447
374,P01275,0,2.137989709984592,0.69387
375,O95393,0,0.8966604708583958,0.74799
376,P02452,0,7.249068905728515,0.54686
377,P07359,0,0.9797958971132712,0.64268
378,O00444,0,1.0573551910309045,0.66923
379,P01308,0,2.196360626126775,0.53442
380,P01308,0,2.2246348014898985,0.53442
381,P01308,0,2.2432119828495924,0.53442
382,P17987,0,0.9818350166906862,0.88235
383,O94923,0,0.7602631123499285,0.8882599999999999
384,P01308,0,2.329592238998061,0.53442
385,P27695,0,0.5403702434442518,0.90812
386,P21796,0,1.041633332799983,0.93487
387,P27695,0,0.5665686189686118,0.90812
388,P01308,0,2.219909908081857,0.53442
389,P01308,0,2.2154006409676783,0.53442
390,P02649,0,2.277937663765188,0.76146
391,P06734,0,1.0630145812734648,0.86319
392,P01308,0,2.210429822455352,0.53442
393,P01308,0,2.2485550916088317,0.53442
394,P09467,0,1.7375269782078206,0.94365
395,P29475,0,1.0094552986635912,0.80829
396,P01308,0,2.2097511172075466,0.53442
397,O14757,0,1.462190138114739,0.78134
398,P09467,0,1.6422545478700918,0.94365
399,P18848,0,0.8288546314040841,0.6305499999999999
400,P06734,0,0.9370165420097982,0.86319
401,O75469,0,1.1502173707608487,0.86169
402,P09874,0,1.140175425099138,0.8328700000000001
403,O60481,0,4.2511175001404045,0.5129
404,P14867,0,2.685889052064512,0.82569
405,O60502,0,2.057425575810702,0.76459
406,P15090,0,0.7745966692414834,0.96036
407,P26368,0,1.6498484778912277,0.7441
408,P31645,0,1.970786644972002,0.85432
409,P01308,0,3.6284983119742527,0.53442
410,P09874,0,0.9555103348473004,0.8328700000000001
411,P14174,0,0.5718391382198319,0.98594
412,O75628,0,1.8207141456033125,0.7165900000000001
413,P29475,0,0.9869143833180262,0.80829
414,P09038,0,0.6640783086353597,0.7108599999999999
415,P09467,0,1.7230786401090346,0.94365
416,P20618,0,0.532916503778969,0.91637
417,P09467,0,1.6428633540255255,0.94365
418,P01308,0,2.2558812025459143,0.53442
419,P01308,0,1.8482424083436677,0.53442
420,P09467,0,1.6498484778912277,0.94365
421,P08865,0,0.8694826047713663,0.7995300000000001
422,P01275,0,1.9227584351654787,0.69387
423,P28698,0,2.8738475951240003,0.6683100000000001
424,P25440,0,3.550633746248689,0.6603100000000001
425,P01308,0,2.282542442102665,0.53442
426,P30260,0,1.2328828005937953,0.70088
427,P01308,0,1.929248558377069,0.53442
428,P20618,0,0.5639148871948674,0.91637
429,O76074,0,1.0134100848126586,0.8316800000000001
430,P01308,0,2.137989709984592,0.53442
431,P12004,0,0.817312669668102,0.9433
432,P23193,0,3.4279731620886413,0.81206
433,P03956,0,0.6395310782127792,0.91473
434,P17676,0,1.1519548602267364,0.6061099999999999
435,P26368,0,3.873112443500705,0.7441
436,P01308,0,1.9804039991880444,0.53442
437,P25440,0,3.8241338888694782,0.6603100000000001
438,P09874,0,1.2157302332343307,0.8328700000000001
439,P23193,0,1.987209098207836,0.81206
440,P17050,0,0.5099019513592785,0.96272
441,P26447,0,1.3057564857200596,0.85187
442,P25440,0,2.439672109116305,0.6603100000000001
443,P27695,0,0.5468089245796927,0.90812
444,P19634,0,3.175531451584128,0.6744
445,P18669,0,0.7503332592921628,0.94122
446,P02748,0,4.8195435468517145,0.78782
447,P01308,0,2.2605309110914638,0.53442
448,P14920,0,0.9539392014169455,0.96158
449,O95544,0,3.761116855403458,0.8046800000000001
450,P32239,0,1.4212670403551897,0.76087
451,P0C0S8,0,0.9596874491208064,0.91304
452,P05106,0,1.6431676725154984,0.87496
453,P07492,0,1.6105899540230593,0.6460899999999999
454,O14979,0,4.559056920021947,0.62604
455,P27338,0,0.7176350047203662,0.95703
456,P04406,0,0.5966573556070519,0.98171
457,P12004,0,0.8938679992034618,0.9433
458,P02743,0,0.4494441010848846,0.94413
459,P10635,0,1.807484439767048,0.94569
460,P04155,0,1.725108692227826,0.88405
461,P14174,0,0.5907622195096771,0.98594
462,O00487,0,2.476489450815408,0.8254600000000001
463,P29475,0,1.000499875062461,0.80829
464,P14735,0,0.7681145747868608,0.93796
465,P12004,0,0.8916277250063505,0.9433
466,P26447,0,1.5533834040570924,0.85187
467,P06899,0,0.7681145747868608,0.85698
468,P17643,0,0.5665686189686118,0.91343
469,O43914,0,1.6546903033498443,0.6454900000000001
470,P22455,0,1.556277610196844,0.7461
471,P09603,0,2.272663635472702,0.58388
472,P20618,0,0.724568837309472,0.91637
473,O60814,0,1.5537052487521563,0.88058
474,P01308,0,2.44826469157238,0.53442
475,P27695,0,0.5549774770204643,0.90812
476,P21728,0,1.6604216332004351,0.72697
477,P18510,0,0.7576278769950324,0.8713200000000001
478,P17787,0,1.1704699910719625,0.80782
479,O60502,0,2.5459772190654024,0.76459
480,P14174,0,0.5612486080160912,0.98594
481,P15090,0,0.7238784428341544,0.96036
482,P16234,0,1.983935482821959,0.73425
483,P06899,0,0.764198926981712,0.85698
484,P04180,0,1.781010948871455,0.87788
485,P01275,0,1.912328423676226,0.69387
486,O60449,0,5.023445033042563,0.75763
487,P22303,0,0.8402380615040002,0.93173
488,O00291,0,1.3827508813954883,0.8133199999999999
489,P09467,0,1.011928851253881,0.94365
490,P14735,0,0.5848076606885378,0.93796
491,P20823,0,2.908779812911249,0.58583
492,P00519,0,1.871095935541521,0.63122
493,O76074,0,1.188696765369537,0.8316800000000001
494,P09914,0,0.8983317872590283,0.94174
495,O43526,0,1.554670383071601,0.59582
496,P25440,0,0.623698645180507,0.6603100000000001
497,P19099,0,0.9273618495495703,0.9013
498,P14649,0,1.013903348450926,0.8375199999999999
499,P03951,0,1.231665539016173,0.86153
500,O60814,0,1.441526968183391,0.88058
501,O14618,0,0.5357238094391549,0.8771
502,O43237,0,1.1357816691600546,0.6317900000000001
503,O14618,0,0.7622335600063802,0.8771
504,P03951,0,1.2300406497347964,0.86153
505,P25788,0,0.7307530362578044,0.94694
506,P14174,0,0.6862943974709396,0.98594
507,P09758,0,2.0398529358755253,0.8222
508,P04179,0,2.1684095554115235,0.93488
509,P09874,0,1.2312595177297108,0.8328700000000001
510,P21675,0,0.9252026804976302,0.63121
511,P01308,0,2.2398660674245683,0.53442
512,P06899,0,0.6316644678941503,0.85698
513,P15090,0,0.697853852894716,0.96036
514,P14867,0,1.0193134944657605,0.82569
515,P05106,0,3.2323366161339075,0.87496
516,P14678,0,2.4012496746485983,0.71447
517,P0C0S8,0,1.6926310879810758,0.91304
518,P01308,0,1.6745148551147582,0.53442
519,P25440,0,0.697853852894716,0.6603100000000001
520,P19113,0,0.7854934754662193,0.8103199999999999
521,P09467,0,1.7495713760804388,0.94365
522,P15260,0,0.9989994994993742,0.66629
523,P23921,0,0.7694153624668538,0.92329
524,P06899,0,0.692098258919931,0.85698
525,P02786,0,0.9741663102366044,0.8681
526,P31941,0,1.1484772527133482,0.88774
527,O15318,0,2.977079105432034,0.68336
528,O15269,0,1.3527749258468684,0.94095
529,P06899,0,0.7803845206050668,0.85698
530,P10721,0,1.6961721610732796,0.78836
531,P02679,0,1.0099504938362078,0.85741
532,P04179,0,0.5118593556827891,0.93488
533,P15880,0,1.5459624833740306,0.81757
534,O00560,0,0.7981227975693966,0.8268800000000001
535,P09467,0,1.6592166826548005,0.94365
536,P09874,0,0.8860022573334675,0.8328700000000001
537,O15111,0,1.5974980438172686,0.84642
538,P01270,0,1.1903780911962385,0.7271899999999999
539,P04626,0,1.317952958189328,0.74909
540,P15090,0,0.7328028384224504,0.96036
541,P23458,0,0.9197825830053536,0.8615999999999999
542,O43237,0,1.962396494085739,0.6317900000000001
543,O60814,0,1.4543039572248988,0.88058
544,O60939,0,0.7622335600063802,0.8609699999999999
545,P04626,0,1.533623161014465,0.74909
546,P01308,0,2.2715633383201093,0.53442
547,P01308,0,2.230246623133864,0.53442
548,P01308,0,2.2286767374386085,0.53442
549,P05106,0,1.605303709582707,0.87496
550,P14649,0,0.9602083107326244,0.8375199999999999
551,P30533,0,4.818921041063031,0.7586799999999999
552,P05106,0,1.6434719346554112,0.87496
553,O60942,0,1.0064790112068904,0.85615
554,P15260,0,0.9455157322858252,0.66629
555,P05106,0,1.6422545478700918,0.87496
556,O95342,0,2.8126499960002134,0.83135
557,O75175,0,3.308625092088857,0.68435
558,P23458,0,0.947100839404126,0.8615999999999999
559,O43323,0,2.5737132707432657,0.8558100000000001
560,O43715,0,0.6090976933136424,0.88064
561,P02511,0,0.7733045971672482,0.75303
562,P22303,0,0.5974947698515862,0.93173
563,O14960,0,3.621325724096081,0.92791
564,P21860,0,4.452527372178637,0.7282500000000001
565,O43913,0,1.4127986409959488,0.82292
566,P01308,0,2.25920339943087,0.53442
567,P09467,0,1.644384383287557,0.94365
568,O75956,0,3.1777350424476865,0.7574500000000001
569,P01308,0,2.2362915731183177,0.53442
570,P00519,0,1.4007141035914503,0.63122
571,P30838,0,0.5282045058497703,0.979
572,P09874,0,0.7035623639735145,0.8328700000000001
573,P01011,0,3.0086541841826886,0.85917
574,P07384,0,0.8402380615040002,0.8964
575,P20618,0,0.6024948132556828,0.91637
576,P01308,0,2.2958658497394837,0.53442
577,P0C0S8,0,1.6828547174370103,0.91304
578,P01011,0,2.759528945309326,0.85917
579,P14920,0,1.0305338422390602,0.96158
580,P25440,0,0.6519202405202649,0.6603100000000001
581,P01308,0,2.235173371351762,0.53442
582,P01308,0,1.722207885244984,0.53442
583,P17987,0,0.9889388252060892,0.88235
584,P30533,0,1.946535383701,0.7586799999999999
585,O00478,0,3.1322515863193363,0.8305899999999999
586,P29475,0,0.984377976185977,0.80829
587,P06899,0,0.6526867548832288,0.85698
588,O00214,0,3.835101041693687,0.90437
589,P25788,0,0.9005553841935542,0.94694
590,P22303,0,0.8848728722251575,0.93173
591,P19367,0,1.437358688706476,0.94592
592,P14174,0,0.5468089245796927,0.98594
593,P14174,0,0.4898979485566356,0.98594
594,P20618,0,0.8117881497040962,0.91637
595,P11233,0,0.6457553716385176,0.89705
596,P06734,0,1.0183319694480772,0.86319
597,P06899,0,0.692098258919931,0.85698
598,P01275,0,2.2901964981197573,0.69387
599,P19634,0,3.2028112651231884,0.6744
600,P0C0S8,0,1.6890825912311098,0.91304
601,P09769,0,2.475681724293331,0.83308
602,P11766,0,0.4919349550499537,0.98098
603,P09936,0,0.8105553651663778,0.9344
604,P00519,0,1.0677078252031311,0.63122
605,P21589,0,1.5578831791889918,0.9242
606,P01308,0,1.688786546606764,0.53442
607,P14649,0,0.9934787365615834,0.8375199999999999
608,P09467,0,1.7392527130926083,0.94365
609,P10916,0,1.9125898671696449,0.8336199999999999
610,P14784,0,0.8561541917201597,0.6581699999999999
611,O75469,0,1.0069756700139283,0.86169
612,P01308,0,2.205674500011278,0.53442
613,P29475,0,0.9643650760992956,0.80829
614,P22303,0,0.8700574693662483,0.93173
615,P21589,0,3.428994021575424,0.9242
616,P0C0S8,0,1.7198837169994954,0.91304
617,O00560,0,0.7668115805072325,0.8268800000000001
618,O75334,0,0.8631338250816034,0.6738599999999999
619,P22897,0,1.5585249436566615,0.8141700000000001
620,P29353,0,2.2083930809527548,0.6338199999999999
621,P01308,0,2.220585508373861,0.53442
622,O15263,0,2.90551200307278,0.79511
